trans_id,account_id,date,type,operation,amount,balance,k_symbol,bank,account
3654671,3760,930630,PRIJEM,,313.4,82400.1,UROK,,
3655557,3785,930630,PRIJEM,,168,48463.6,UROK,,
393933,1338,930630,VYDAJ,VYBER,14.6,26855.2,SLUZBY,,
347783,1179,930630,VYDAJ,VYBER,14.6,21748.4,SLUZBY,,
1239111,4240,930630,VYDAJ,VYBER,14.6,53503.6,SLUZBY,,
969062,3302,930630,VYDAJ,VYBER,600,28403.2,,,
3659903,3923,930630,PRIJEM,,149.7,45859.4,UROK,,
3658306,3871,930630,PRIJEM,,62.4,20484.4,UROK,,
3659638,3915,930630,PRIJEM,,283.4,71607.1,UROK,,
3657070,3834,930630,PRIJEM,,143.4,13483.2,UROK,,
3656584,3818,930630,PRIJEM,,186.9,37104.5,UROK,,
3660261,3935,930630,PRIJEM,,188.2,47084,UROK,,
3657139,3835,930630,PRIJEM,,138,37303,UROK,,
3659419,3909,930630,PRIJEM,,199.8,40641.1,UROK,,
783552,2670,930630,VYDAJ,VYBER,14.6,34254.8,SLUZBY,,
785566,2676,930630,VYDAJ,VYBER,14.6,42480.4,SLUZBY,,
3302910,10973,930630,VYDAJ,VYBER,30,81693.5,SLUZBY,,
3344697,11111,930630,PRIJEM,VKLAD,37197,85584.7,,,
3458060,10656,930630,PRIJEM,,184.2,52311.9,UROK,,
3459111,9,930630,PRIJEM,,86.4,21171,UROK,,
3458838,11295,930630,PRIJEM,,179.6,26758.3,UROK,,
3460372,374,930630,PRIJEM,,114.4,20503.3,UROK,,
3458906,11320,930630,PRIJEM,,23.2,27860.5,UROK,,
3456988,9707,930630,PRIJEM,,225.2,38593.7,UROK,,
3460041,299,930630,PRIJEM,,143.7,29612.4,UROK,,
3459531,128,930630,PRIJEM,,86,23772.4,UROK,,
3461002,2056,930630,PRIJEM,,214,22418.6,UROK,,
3456849,9635,930630,PRIJEM,,38.1,3183,UROK,,
3457790,10266,930630,PRIJEM,,54.7,30388.1,UROK,,
3552061,652,930630,PRIJEM,,192.1,46713.5,UROK,,
3553029,686,930630,PRIJEM,,169.9,44477.7,UROK,,
3552193,655,930630,PRIJEM,,160.8,47388.3,UROK,,
3553438,697,930630,PRIJEM,,177.8,50676.3,UROK,,
3554018,717,930630,PRIJEM,,115.3,41574.7,UROK,,
3551098,627,930630,PRIJEM,,290,66111.2,UROK,,
3551656,640,930630,PRIJEM,,15.9,5452.9,UROK,,
3553666,704,930630,PRIJEM,,173.1,40122.7,UROK,,
3651539,3674,930630,PRIJEM,,306.1,51574.6,UROK,,
3652434,3697,930630,PRIJEM,,76.7,29551.1,UROK,,
3650542,3644,930630,PRIJEM,,4.2,11378.8,UROK,,
3650861,3651,930630,PRIJEM,,11.6,20935.6,UROK,,
3651608,3675,930630,PRIJEM,,341.3,66244.2,UROK,,
3651834,3682,930630,PRIJEM,,16,6429,UROK,,
3650739,3649,930630,PRIJEM,,60.7,24352.7,UROK,,
3652285,3693,930630,PRIJEM,,150.2,42854.5,UROK,,
3648726,3593,930630,PRIJEM,,151.7,42346.1,UROK,,
3651388,3670,930630,PRIJEM,,16.1,4858.1,UROK,,
3652198,3691,930630,PRIJEM,,39.1,23499.1,UROK,,
2895785,9591,930630,VYDAJ,VYBER,14.6,93798,SLUZBY,,
119725,401,930630,VYDAJ,VYBER,14.6,36673.6,SLUZBY,,
122474,411,930630,VYDAJ,VYBER,14.6,55100.1,SLUZBY,,
577515,1966,930630,VYDAJ,VYBER,14.6,55780.8,SLUZBY,,
576753,1965,930630,PRIJEM,VKLAD,17272,41364.8,,,
577056,1965,930630,VYDAJ,VYBER,100,41416.2,SLUZBY,,
637972,2177,930630,VYDAJ,VYBER,14.6,23301.9,SLUZBY,,
740212,2527,930630,VYDAJ,VYBER,14.6,63803.5,SLUZBY,,
2931756,9707,930630,VYDAJ,VYBER,14.6,38579.1,SLUZBY,,
2908919,9635,930630,VYDAJ,VYBER,14.6,3206.5,SLUZBY,,
511572,1750,930630,VYDAJ,VYBER,14.6,49434.6,SLUZBY,,
542410,1844,930630,VYDAJ,VYBER,14.6,14207.3,SLUZBY,,
542010,1843,930630,VYDAJ,VYBER,14.6,39291.2,SLUZBY,,
1256670,4296,930630,VYDAJ,VYBER,14.6,29079.1,SLUZBY,,
1657579,5622,930630,VYDAJ,VYBER,14.6,92927.2,SLUZBY,,
3631751,3064,930630,PRIJEM,,22.1,17703.1,UROK,,
3631934,3069,930630,PRIJEM,,167.2,46270.3,UROK,,
3631314,3050,930630,PRIJEM,,235,73803,UROK,,
3630426,3026,930630,PRIJEM,,174.7,46906.2,UROK,,
3629872,3007,930630,PRIJEM,,266.2,49900.1,UROK,,
3629557,2991,930630,PRIJEM,,40.1,28880,UROK,,
3632044,3072,930630,PRIJEM,,119.2,34459.2,UROK,,
3629283,2985,930630,PRIJEM,,20.5,14009.6,UROK,,
359704,1222,930630,VYDAJ,VYBER,14.6,29484.5,SLUZBY,,
434871,1477,930630,VYDAJ,VYBER,14.6,16504.6,SLUZBY,,
436002,1481,930630,VYDAJ,VYBER,14.6,12212.5,SLUZBY,,
745260,2543,930630,VYDAJ,VYBER,14.6,30817.9,SLUZBY,,
315737,1077,930630,VYDAJ,VYBER,14.6,46026.6,SLUZBY,,
3636337,3210,930630,PRIJEM,,60.3,29018.3,UROK,,
754464,2574,930630,VYDAJ,VYBER,14.6,54339.9,SLUZBY,,
3662154,3999,930630,PRIJEM,,108.2,36251.3,UROK,,
3663709,4318,930630,PRIJEM,,221.8,53357.3,UROK,,
3663008,4134,930630,PRIJEM,,165.3,36031,UROK,,
3661671,3980,930630,PRIJEM,,139.7,36897,UROK,,
1136650,3883,930630,VYDAJ,VYBER,14.6,18101.8,SLUZBY,,
1273512,4355,930630,VYDAJ,VYBER,14.6,24564.3,SLUZBY,,
3584206,1637,930630,PRIJEM,,96.9,21729.9,UROK,,
3583853,1628,930630,PRIJEM,,75,14165,UROK,,
3585259,1671,930630,PRIJEM,,31.9,14290.7,UROK,,
3585611,1678,930630,PRIJEM,,184.6,51091.2,UROK,,
3585457,1675,930630,PRIJEM,,25,22841.6,UROK,,
3583493,1617,930630,PRIJEM,,24,6677,UROK,,
3584481,1644,930630,PRIJEM,,77.5,24336.5,UROK,,
3583025,1603,930630,PRIJEM,,89.5,28040.5,UROK,,
3583290,1610,930630,PRIJEM,,58.9,28318.4,UROK,,
330881,1127,930630,VYDAJ,VYBER,14.6,42626.8,SLUZBY,,
332661,1132,930630,VYDAJ,VYBER,30,53283.1,SLUZBY,,
682839,2330,930630,VYDAJ,VYBER,14.6,12181,SLUZBY,,
259978,890,930630,VYDAJ,VYBER,14.6,24481.7,SLUZBY,,
1101055,3760,930630,VYDAJ,VYBER,14.6,82385.5,SLUZBY,,
3586196,1695,930630,PRIJEM,,50.1,25321.5,UROK,,
3587290,1730,930630,PRIJEM,,93.9,18429.7,UROK,,
3586354,1699,930630,PRIJEM,,85.2,22003.2,UROK,,
3587715,1743,930630,PRIJEM,,12.7,5072.6,UROK,,
3589083,1784,930630,PRIJEM,,29.5,13818.7,UROK,,
3587357,1731,930630,PRIJEM,,36.6,12525.6,UROK,,
3588937,1780,930630,PRIJEM,,296.8,74684.6,UROK,,
3589173,1786,930630,PRIJEM,,23.4,24134.4,UROK,,
3589604,1801,930630,PRIJEM,,127.5,27427.5,UROK,,
3589822,1806,930630,PRIJEM,,60.2,19753.2,UROK,,
3588715,1775,930630,PRIJEM,,14.7,26442.7,UROK,,
3587933,1750,930630,PRIJEM,,252.3,49449.2,UROK,,
3587150,1726,930630,PRIJEM,,147.1,14497.8,UROK,,
3588510,1771,930630,PRIJEM,,93.3,25592.5,UROK,,
690052,2357,930630,VYDAJ,VYBER,14.6,13652.1,SLUZBY,,
726861,2486,930630,VYDAJ,VYBER,14.6,39356.2,SLUZBY,,
726200,2484,930630,VYDAJ,VYBER,14.6,44041.3,SLUZBY,,
3614526,2543,930630,PRIJEM,,85.7,30832.5,UROK,,
3614175,2534,930630,PRIJEM,,20.2,8092.2,UROK,,
3613628,2519,930630,PRIJEM,,93.6,15563.4,UROK,,
3613968,2527,930630,PRIJEM,,320.2,63818.1,UROK,,
3615046,2555,930630,PRIJEM,,268.2,69184.6,UROK,,
3615842,2581,930630,PRIJEM,,255.9,68786.6,UROK,,
3613779,2523,930630,PRIJEM,,37.7,12960.7,UROK,,
3615573,2574,930630,PRIJEM,,211.8,54354.5,UROK,,
3642489,3391,930630,PRIJEM,,138.6,58541.8,UROK,,
3643354,3424,930630,PRIJEM,,187.8,27786.8,UROK,,
3641790,3367,930630,PRIJEM,,146,68792,UROK,,
3451815,5369,930630,PRIJEM,,114.8,27787.6,UROK,,
3452139,5472,930630,PRIJEM,,68.1,22944.6,UROK,,
3450750,4596,930630,PRIJEM,,377.8,97672.9,UROK,,
3452030,5428,930630,PRIJEM,,192.4,26688.4,UROK,,
3449460,3734,930630,PRIJEM,,139.6,35855.2,UROK,,
3449298,3678,930630,PRIJEM,,82,30715.2,UROK,,
3451355,5129,930630,PRIJEM,,105.7,38147.7,UROK,,
3451644,5343,930630,PRIJEM,,57.4,19737.4,UROK,,
3449716,3965,930630,PRIJEM,,148.2,40940.6,UROK,,
3449101,3374,930630,PRIJEM,,299.6,61203.9,UROK,,
3449868,4034,930630,VYDAJ,VYBER,3,-2909.6,SANKC. UROK,,
3449867,4034,930630,PRIJEM,,102.5,-2892,UROK,,
3450942,4743,930630,PRIJEM,,149.7,65012,UROK,,
565947,1926,930630,VYDAJ,VYBER,14.6,32609.2,SLUZBY,,
594455,2023,930630,VYDAJ,VYBER,14.6,36418.5,SLUZBY,,
3501129,8519,930630,PRIJEM,,256.6,103188.4,UROK,,
3498934,8321,930630,PRIJEM,,100.4,45377.9,UROK,,
3509059,9203,930630,PRIJEM,,23.4,48719.7,UROK,,
3496876,8132,930630,PRIJEM,,84.6,43637.6,UROK,,
3499111,8330,930630,PRIJEM,,23.9,43217,UROK,,
3495775,8051,930630,PRIJEM,,214.1,53495.9,UROK,,
3508714,9188,930630,PRIJEM,,105.6,35035.8,UROK,,
3498281,8261,930630,PRIJEM,,127.9,57907,UROK,,
3498213,8260,930630,PRIJEM,,202.5,60197.1,UROK,,
3547070,497,930630,PRIJEM,,138.1,41073,UROK,,
3549103,559,930630,PRIJEM,,24.9,23077.1,UROK,,
3546793,489,930630,PRIJEM,,50.7,24387.7,UROK,,
3547466,510,930630,PRIJEM,,17.4,31263.3,UROK,,
3547002,496,930630,PRIJEM,,112.7,27898.5,UROK,,
3546932,494,930630,PRIJEM,,325.4,83084.8,UROK,,
3548970,555,930630,PRIJEM,,68.7,29170.7,UROK,,
3549955,588,930630,PRIJEM,,117.9,30668.5,UROK,,
3549618,576,930630,PRIJEM,,103,15347.8,UROK,,
3546688,485,930630,PRIJEM,,149.3,62628.5,UROK,,
3598879,2068,930630,PRIJEM,,15.4,5052.4,UROK,,
3598965,2070,930630,PRIJEM,,129.9,29364.4,UROK,,
3600408,2122,930630,PRIJEM,,160.7,48910.2,UROK,,
3600539,2124,930630,PRIJEM,,178.2,50408.9,UROK,,
3599472,2087,930630,PRIJEM,,349.1,85248.3,UROK,,
3601114,2146,930630,PRIJEM,,74.8,30013.8,UROK,,
3598636,2061,930630,PRIJEM,,49.5,17855.5,UROK,,
3597971,2037,930630,PRIJEM,,156.3,46247.9,UROK,,
1313342,4484,930630,VYDAJ,VYBER,14.6,87900.3,SLUZBY,,
1602948,5442,930630,VYDAJ,VYBER,14.6,43554.1,SLUZBY,,
1599139,5428,930630,VYDAJ,VYBER,14.6,26673.8,SLUZBY,,
3468215,4055,930630,PRIJEM,,186.6,48688.7,UROK,,
3467521,3883,930630,PRIJEM,,78.3,18116.4,UROK,,
3467906,3983,930630,PRIJEM,,194.1,40577.3,UROK,,
3467041,3788,930630,PRIJEM,,121.3,25586.8,UROK,,
3466394,3554,930630,PRIJEM,,98,16327.5,UROK,,
3466570,3586,930630,PRIJEM,,115.1,35741,UROK,,
3468310,4078,930630,PRIJEM,,191,54508,UROK,,
3464941,3181,930630,PRIJEM,,26,11726,UROK,,
3466054,3510,930630,PRIJEM,,131.9,33358,UROK,,
3468442,4093,930630,PRIJEM,,162.1,32042.2,UROK,,
858199,2925,930630,VYDAJ,VYBER,14.6,31559.9,SLUZBY,,
858835,2926,930630,VYDAJ,VYBER,14.6,34325.6,SLUZBY,,
994371,3391,930630,VYDAJ,VYBER,15500,43041.8,,,
990041,3374,930630,VYDAJ,VYBER,14.6,61189.3,SLUZBY,,
1208764,4134,930630,VYDAJ,VYBER,14.6,36016.4,SLUZBY,,
561281,1909,930630,VYDAJ,VYBER,14.6,13662.8,SLUZBY,,
558138,1898,930630,VYDAJ,VYBER,9200,32081.5,,,
810596,2762,930630,VYDAJ,VYBER,14.6,40548.9,SLUZBY,,
1029214,3514,930630,VYDAJ,VYBER,14.6,15430.5,SLUZBY,,
1084631,3704,930630,VYDAJ,VYBER,14.6,15224.7,SLUZBY,,
3444297,2099,930630,PRIJEM,,239.3,34769.4,UROK,,
3445872,790,930630,PRIJEM,,59.2,42658.2,UROK,,
3446832,1505,930630,PRIJEM,,76.3,25349.8,UROK,,
3444485,5065,930630,PRIJEM,,327.2,70961.2,UROK,,
3447026,1539,930630,PRIJEM,,136.7,34782.1,UROK,,
3448088,2585,930630,PRIJEM,,233.5,37851.9,UROK,,
3447702,2175,930630,PRIJEM,,128.8,47295.4,UROK,,
168147,562,930630,VYDAJ,VYBER,14.6,22731.7,SLUZBY,,
172042,576,930630,VYDAJ,VYBER,14.6,15333.2,SLUZBY,,
207647,704,930630,VYDAJ,VYBER,7600,32522.7,,,
207576,704,930630,VYDAJ,VYBER,14.6,32508.1,SLUZBY,,
374966,1276,930630,VYDAJ,VYBER,14.6,35578.5,SLUZBY,,
3039783,10079,930630,VYDAJ,VYBER,14.6,79044.1,SLUZBY,,
3463735,2817,930630,PRIJEM,,184.5,48685.1,UROK,,
3462355,2458,930630,PRIJEM,,204.2,53542.5,UROK,,
3462222,2436,930630,PRIJEM,,16.3,16826.3,UROK,,
3463248,2714,930630,PRIJEM,,118.8,29088.3,UROK,,
3464389,3001,930630,PRIJEM,,92.5,23881,UROK,,
3603493,2222,930630,PRIJEM,,74.8,42342.8,UROK,,
3602143,2177,930630,PRIJEM,,98.1,23316.5,UROK,,
3604336,2245,930630,PRIJEM,,111.1,48461.1,UROK,,
3603350,2219,930630,PRIJEM,,436.1,35742,UROK,,
3602064,2176,930630,PRIJEM,,46.2,36613.2,UROK,,
3603233,2216,930630,PRIJEM,,264.5,93285.4,UROK,,
3604196,2242,930630,PRIJEM,,323.3,58955.4,UROK,,
3604126,2241,930630,PRIJEM,,144.5,35371.8,UROK,,
3604753,2256,930630,PRIJEM,,69.6,22735.4,UROK,,
3602482,2189,930630,PRIJEM,,121.5,40408.1,UROK,,
987365,3367,930630,VYDAJ,VYBER,24600,44192,,,
2256453,7445,930630,VYDAJ,VYBER,14.6,56936.4,SLUZBY,,
2135482,7231,930630,VYDAJ,VYBER,14.6,16941.4,SLUZBY,,
2256415,7445,930630,VYDAJ,VYBER,3300,56951,,,
57660,192,930630,VYDAJ,VYBER,14.6,17759.9,SLUZBY,,
110719,374,930630,VYDAJ,VYBER,14.6,20488.7,SLUZBY,,
63955,212,930630,VYDAJ,VYBER,30,46342.2,SLUZBY,,
581922,1979,930630,VYDAJ,VYBER,14.6,15992.6,SLUZBY,,
579616,1972,930630,VYDAJ,VYBER,14.6,20999,SLUZBY,,
679883,2321,930630,VYDAJ,VYBER,14.6,51263.7,SLUZBY,,
699522,2393,930630,VYDAJ,VYBER,14.6,43411.6,SLUZBY,,
771418,2632,930630,VYDAJ,VYBER,14.6,44962.9,SLUZBY,,
3542022,346,930630,PRIJEM,,149.7,18484.7,UROK,,
3541517,334,930630,PRIJEM,,28.3,25486.3,UROK,,
3542558,362,930630,PRIJEM,,135.6,37439.1,UROK,,
3541139,322,930630,PRIJEM,,152.5,40228.7,UROK,,
3540641,306,930630,PRIJEM,,21.8,9250.8,UROK,,
3542489,361,930630,PRIJEM,,185.6,53231.1,UROK,,
3539847,280,930630,PRIJEM,,136.2,25653.7,UROK,,
3540922,317,930630,PRIJEM,,3.3,24500.4,UROK,,
3541292,327,930630,PRIJEM,,70.8,24332.8,UROK,,
615717,2099,930630,VYDAJ,VYBER,30,34739.4,SLUZBY,,
661067,2256,930630,VYDAJ,VYBER,14.6,21040.8,SLUZBY,,
661036,2256,930630,VYDAJ,VYBER,1680,21055.4,,,
3569112,1166,930630,PRIJEM,,109.6,35517.7,UROK,,
3567577,1126,930630,PRIJEM,,102.2,25378.7,UROK,,
3568952,1161,930630,PRIJEM,,27.2,12484.9,UROK,,
3568336,1144,930630,PRIJEM,,29.1,10924.1,UROK,,
3567901,1132,930630,PRIJEM,,222.8,53313.1,UROK,,
3567648,1127,930630,PRIJEM,,236.7,42641.4,UROK,,
3570109,1200,930630,PRIJEM,,206.8,57736.2,UROK,,
3568033,1134,930630,PRIJEM,,155.9,39613.3,UROK,,
3569496,1179,930630,PRIJEM,,3,21763,UROK,,
3594802,1944,930630,PRIJEM,,185.5,47819.3,UROK,,
3595440,1965,930630,PRIJEM,,151.4,41516.2,UROK,,
3596025,1979,930630,PRIJEM,,2.2,16007.2,UROK,,
3597522,2023,930630,PRIJEM,,240.9,36433.1,UROK,,
3597451,2022,930630,PRIJEM,,12.6,5364.6,UROK,,
3595788,1972,930630,PRIJEM,,90.8,21013.6,UROK,,
3596437,1990,930630,PRIJEM,,9.1,3862.1,UROK,,
3594129,1926,930630,PRIJEM,,128.7,32623.8,UROK,,
3595511,1966,930630,PRIJEM,,259.4,55795.5,UROK,,
3596960,2008,930630,PRIJEM,,105.2,32442,UROK,,
3648656,3592,930630,PRIJEM,,80,15422.8,UROK,,
3647084,3545,930630,PRIJEM,,184.4,49596.2,UROK,,
3647545,3558,930630,PRIJEM,,54.1,43368.1,UROK,,
3646193,3514,930630,PRIJEM,,53.1,15445.1,UROK,,
3646969,3542,930630,PRIJEM,,10,4011,UROK,,
3647732,3566,930630,PRIJEM,,19.7,8351.7,UROK,,
3646122,3513,930630,PRIJEM,,243.2,65860,UROK,,
3645346,3487,930630,PRIJEM,,179.1,37457.3,UROK,,
3123231,10364,930630,VYDAJ,VYBER,14.6,25082.3,SLUZBY,,
3555642,764,930630,PRIJEM,,102.9,29732.9,UROK,,
3556402,793,930630,PRIJEM,,66,15226.1,UROK,,
3554908,744,930630,PRIJEM,,25.6,23452.4,UROK,,
3555095,748,930630,PRIJEM,,99.2,25796.6,UROK,,
3557502,830,930630,PRIJEM,,168,41780.4,UROK,,
3555843,772,930630,PRIJEM,,173.7,31610.6,UROK,,
3556866,813,930630,PRIJEM,,151.8,20917.1,UROK,,
1039355,3554,930630,VYDAJ,VYBER,14.6,16312.9,SLUZBY,,
2366,9,930630,VYDAJ,VYBER,14.6,21156.4,SLUZBY,,
480524,1637,930630,VYDAJ,VYBER,14.6,21715.3,SLUZBY,,
477874,1628,930630,VYDAJ,VYBER,14.6,14150.4,SLUZBY,,
530005,1806,930630,VYDAJ,VYBER,14.6,19738.6,SLUZBY,,
527959,1801,930630,VYDAJ,VYBER,14.6,27412.9,SLUZBY,,
612647,2087,930630,VYDAJ,VYBER,30,85218.3,SLUZBY,,
882807,3007,930630,VYDAJ,VYBER,14.6,49885.5,SLUZBY,,
881062,3001,930630,VYDAJ,VYBER,14.6,23866.4,SLUZBY,,
1081561,3693,930630,VYDAJ,VYBER,14.6,42839.9,SLUZBY,,
1143138,3909,930630,VYDAJ,VYBER,14.6,40626.5,SLUZBY,,
1693891,5740,930630,VYDAJ,VYBER,14.6,6755.5,SLUZBY,,
1693640,5740,930630,PRIJEM,VKLAD,10315,6590.3,,,
3536767,192,930630,PRIJEM,,62.5,17774.5,UROK,,
3538540,239,930630,PRIJEM,,211.7,38077.1,UROK,,
3537492,212,930630,PRIJEM,,250.3,46372.2,UROK,,
3536613,188,930630,PRIJEM,,120.3,38689.5,UROK,,
3535836,163,930630,PRIJEM,,117,26930.2,UROK,,
3535903,165,930630,PRIJEM,,21.8,7885.8,UROK,,
3536973,197,930630,PRIJEM,,184.5,51283.3,UROK,,
3538744,244,930630,PRIJEM,,113.1,27733.4,UROK,,
3537855,222,930630,PRIJEM,,218.9,58781,UROK,,
275535,943,930630,VYDAJ,VYBER,14.6,13856.6,SLUZBY,,
439300,1493,930630,VYDAJ,VYBER,14.6,15339.1,SLUZBY,,
224535,764,930630,VYDAJ,VYBER,14.6,29718.3,SLUZBY,,
227039,772,930630,VYDAJ,VYBER,14.6,31596,SLUZBY,,
233330,793,930630,VYDAJ,VYBER,14.6,15211.5,SLUZBY,,
1050082,3592,930630,VYDAJ,VYBER,14.6,15408.2,SLUZBY,,
1163638,3983,930630,VYDAJ,VYBER,14.6,40562.7,SLUZBY,,
1450452,4937,930630,VYDAJ,VYBER,14.6,30342.3,SLUZBY,,
2809962,9307,930630,PRIJEM,VKLAD,20583,73523,,,
2810253,9307,930630,VYBER,VYBER,22076,51447,,,
2810396,9307,930630,VYDAJ,VYBER,14.6,51432.4,SLUZBY,,
3606592,2321,930630,PRIJEM,,288.8,51278.3,UROK,,
3608668,2379,930630,PRIJEM,,128.5,32543.3,UROK,,
3605800,2293,930630,PRIJEM,,68,27248,UROK,,
3606350,2313,930630,PRIJEM,,101.8,28795.4,UROK,,
3607860,2357,930630,PRIJEM,,80.9,13666.7,UROK,,
3609132,2393,930630,PRIJEM,,165.6,43426.2,UROK,,
3608597,2378,930630,PRIJEM,,264.2,81013.2,UROK,,
3606983,2330,930630,PRIJEM,,43.6,12195.6,UROK,,
286517,982,930630,VYDAJ,VYBER,14.6,11369.6,SLUZBY,,
292481,1000,930630,VYDAJ,VYBER,14.6,60549.5,SLUZBY,,
1132956,3871,930630,VYDAJ,VYBER,14.6,20469.8,SLUZBY,,
796959,2714,930630,VYDAJ,VYBER,14.6,29073.7,SLUZBY,,
871743,2970,930630,VYDAJ,VYBER,14.6,26111.3,SLUZBY,,
3612333,2488,930630,PRIJEM,,14.4,9577.7,UROK,,
3612403,2489,930630,PRIJEM,,27.8,24123.7,UROK,,
3610114,2425,930630,PRIJEM,,134.2,35042.2,UROK,,
3612226,2486,930630,PRIJEM,,281.2,39370.8,UROK,,
3612970,2503,930630,PRIJEM,,181.9,45505.8,UROK,,
3610514,2433,930630,PRIJEM,,31.5,18903.5,UROK,,
3610585,2434,930630,PRIJEM,,90.3,12716.6,UROK,,
3612748,2497,930630,PRIJEM,,114,30677.9,UROK,,
3612144,2484,930630,PRIJEM,,178.4,44055.9,UROK,,
3612568,2493,930630,PRIJEM,,107.6,30402,UROK,,
3611520,2467,930630,PRIJEM,,12.3,29542.3,UROK,,
3611048,2453,930630,PRIJEM,,15.4,13595.5,UROK,,
3610372,2429,930630,PRIJEM,,154.7,38118.1,UROK,,
758104,2585,930630,VYDAJ,VYBER,14.6,37837.3,SLUZBY,,
3640598,3327,930630,PRIJEM,,96.3,29134.3,UROK,,
3640253,3316,930630,PRIJEM,,156.1,42940.3,UROK,,
3639233,3284,930630,PRIJEM,,42.4,20405.9,UROK,,
3638419,3260,930630,PRIJEM,,298.5,65697,UROK,,
3639166,3283,930630,PRIJEM,,135.5,41475.4,UROK,,
3639849,3302,930630,PRIJEM,,107.8,29003.2,UROK,,
3671898,5622,930630,PRIJEM,,270.1,92941.8,UROK,,
3670522,5385,930630,PRIJEM,,32.2,21136.2,UROK,,
3669819,5270,930630,PRIJEM,,314.9,55028.3,UROK,,
3665662,4576,930630,PRIJEM,,83.6,28748.6,UROK,,
3670076,5313,930630,PRIJEM,,110,29989.3,UROK,,
3670838,5442,930630,PRIJEM,,243.2,43568.7,UROK,,
3667907,4937,930630,PRIJEM,,94.1,30356.9,UROK,,
737491,2519,930630,VYDAJ,VYBER,14.6,15548.8,SLUZBY,,
739854,2527,930630,PRIJEM,VKLAD,14351,63498,,,
3487891,7401,930630,PRIJEM,,159.9,45289.5,UROK,,
3479821,9307,930630,PRIJEM,,211.9,52940,UROK,,
3488652,7454,930630,PRIJEM,,81,25122.5,UROK,,
3492044,7753,930630,PRIJEM,,215.7,42355.2,UROK,,
3479721,9265,930630,PRIJEM,,179.4,43121.1,UROK,,
3479193,9188,930630,PRIJEM,,139.8,34930.2,UROK,,
3488399,7445,930630,PRIJEM,,285.5,60251,UROK,,
622055,2122,930630,VYDAJ,VYBER,14.6,48895.6,SLUZBY,,
3545703,456,930630,PRIJEM,,210.8,40198.9,UROK,,
3544566,425,930630,PRIJEM,,106.5,27442.2,UROK,,
3543136,385,930630,PRIJEM,,18.6,11456.6,UROK,,
3546056,465,930630,PRIJEM,,172.3,34774.5,UROK,,
3544125,411,930630,PRIJEM,,227.9,55114.7,UROK,,
3544750,428,930630,PRIJEM,,82.7,26549.3,UROK,,
3543743,401,930630,PRIJEM,,169.2,36688.2,UROK,,
3544293,415,930630,PRIJEM,,219,55738.8,UROK,,
3544907,435,930630,PRIJEM,,26.1,13471.1,UROK,,
3543511,396,930630,PRIJEM,,204.8,51575.5,UROK,,
3545166,443,930630,PRIJEM,,2.2,15792.2,UROK,,
3543442,395,930630,PRIJEM,,171.3,44640.1,UROK,,
3545865,461,930630,PRIJEM,,44.1,24496.1,UROK,,
3546418,477,930630,PRIJEM,,184.9,23203.3,UROK,,
3570429,1207,930630,PRIJEM,,89.6,29424.6,UROK,,
3570844,1222,930630,PRIJEM,,49.1,29499.1,UROK,,
3572665,1285,930630,PRIJEM,,80.2,28938.2,UROK,,
3572393,1276,930630,PRIJEM,,146.4,35593.1,UROK,,
3621886,2762,930630,PRIJEM,,228.5,40563.5,UROK,,
3621956,2763,930630,PRIJEM,,351.3,92003.6,UROK,,
3621745,2758,930630,PRIJEM,,30.8,17088.8,UROK,,
3624192,2838,930630,PRIJEM,,266,69400.9,UROK,,
3625048,2862,930630,PRIJEM,,121.9,36691.9,UROK,,
1549032,5270,930630,VYDAJ,VYBER,14.6,55013.7,SLUZBY,,
1910876,6473,930630,VYDAJ,VYBER,9000,28828.8,,,0
1935755,6555,930630,VYDAJ,VYBER,30,32131.1,SLUZBY,,
1911081,6473,930630,VYDAJ,VYBER,14.6,37828.8,SLUZBY,,
2780745,9203,930630,VYDAJ,VYBER,14.6,71556.1,SLUZBY,,
2780394,9203,930630,PRIJEM,VKLAD,22851,71570.7,,,
3534205,112,930630,PRIJEM,,28.3,26630.1,UROK,,
3534316,115,930630,PRIJEM,,114,29854,UROK,,
3534495,119,930630,PRIJEM,,28.9,29716.9,UROK,,
3533625,96,930630,PRIJEM,,236.7,47398.5,UROK,,
3533271,83,930630,PRIJEM,,94.6,28195.1,UROK,,
3533398,86,930630,PRIJEM,,16.8,13833.9,UROK,,
851628,2902,930630,VYDAJ,VYBER,14.6,22454.7,SLUZBY,,
507072,1731,930630,VYDAJ,VYBER,14.6,12511,SLUZBY,,
505684,1726,930630,VYDAJ,VYBER,14.6,14483.2,SLUZBY,,
506653,1730,930630,VYDAJ,VYBER,14.6,18415.1,SLUZBY,,
846243,2881,930630,VYDAJ,VYBER,14.6,34178.5,SLUZBY,,
847018,2884,930630,VYDAJ,VYBER,14.6,33980.3,SLUZBY,,
1486319,5065,930630,VYDAJ,VYBER,14.6,70946.6,SLUZBY,,
3470164,4355,930630,PRIJEM,,107.1,24578.9,UROK,,
3469755,4321,930630,PRIJEM,,279.2,44022.3,UROK,,
3474656,8330,930630,PRIJEM,,142.2,43193.1,UROK,,
3469084,4225,930630,PRIJEM,,57.9,29835.9,UROK,,
3470094,4350,930630,PRIJEM,,234.5,60524.3,UROK,,
3469669,4296,930630,PRIJEM,,161.6,29093.7,UROK,,
3469998,4347,930630,PRIJEM,,107.7,27221.8,UROK,,
